"Horodateur","1. Wiek","2. Płeć","3. Narodowość","4. Wielkość miejsca zamieszkania (Gdańsk mieści się w kategorii powyżej 500000 mieszkańców, a Gdynia w kategorii 100 000 – 500000 mieszkańców)","5. Profil klasy","6. Czy znasz osobę chorującą na padaczkę?","7. Czy kiedykolwiek słyszałeś_aś lub czytałeś_aś o padaczce?","8. Czy byłeś_aś świadkiem napadu padaczkowego?","9.Jak oceniasz swoją wiedzę o padaczce i pomocy w trakcie napadu padaczkowego?","1. U osoby będącej w trakcie napadu padaczkowego postaram się rozchylić usta w celu włożenia czegoś między jej zęby, aby zapobiec przegryzieniu języka.","2. Do osoby w czasie napadu padaczkowego będę głośno krzyczeć i potrząsać nią, aby odzyskała przytomność, w ten sposób zatrzymam napad.","3. Odsunę wszystkie niebezpieczne przedmioty znajdujące się w pobliżu osoby będącej w trakcie napadu padaczkowego, aby zapobiec dodatkowym urazom.  ","4. Po ustaniu napadu padaczkowego osobę należy ułożyć w pozycji bezpiecznej oraz pozostać z nią do czasu odzyskania pełnej sprawności.","5. Podczas napadu padaczkowego u osoby, która regularnie przyjmuje leki przeciwpadaczkowe, należy jak najszybciej podać lek doustnie.  ","6. Osobę w trakcie napadu padaczkowego należy przytrzymać i ograniczyć jej ruchy.","7. W czasie każdego napadu padaczkowego należy wezwać pogotowie ratunkowe.","8. Sztuczne oddychanie nie jest czynnością konieczną w trakcie każdego napadu padaczkowego.","9. Po ustaniu napadu padaczkowego chory najczęściej natychmiast wraca do pełni sprawności, nie odczuwając przy tym żadnych dolegliwości.","10.Jeden napad padaczkowy wystarczy żeby rozpoznać padaczkę u osoby nie będącej w grupie wysokiego ryzyka nawrotu kolejnych napadów.","11. Do objawów napadu padaczkowego należą:","12.Który z czynników może sprowokować napad padaczkowy?","13. Osoba chorująca na padaczkę:","14. Padaczka to:","15.Zaznacz stwierdzenie fałszywe","1. U osoby będącej w trakcie napadu padaczkowego postaram się rozchylić usta w celu włożenia czegoś między jej zęby, aby zapobiec przegryzieniu języka.","2. Do osoby w czasie napadu padaczkowego będę głośno krzyczeć i potrząsać nią, aby odzyskała przytomność, w ten sposób zatrzymam napad.","3. Odsunę wszystkie niebezpieczne przedmioty znajdujące się w pobliżu osoby będącej w trakcie napadu padaczkowego, aby zapobiec dodatkowym urazom.  ","4. Po ustaniu napadu padaczkowego osobę należy ułożyć w pozycji bezpiecznej oraz pozostać z nią do czasu odzyskania pełnej sprawności.","5. Podczas napadu padaczkowego u osoby, która regularnie przyjmuje leki przeciwpadaczkowe, należy jak najszybciej podać lek doustnie.  ","6. Osobę w trakcie napadu padaczkowego należy przytrzymać i ograniczyć jej ruchy.","7. W czasie każdego napadu padaczkowego należy wezwać pogotowie ratunkowe.","8. Sztuczne oddychanie nie jest czynnością konieczną w trakcie każdego napadu padaczkowego.","9. Po ustaniu napadu padaczkowego chory najczęściej natychmiast wraca do pełni sprawności, nie odczuwając przy tym żadnych dolegliwości.","10.Jeden napad padaczkowy wystarczy żeby rozpoznać padaczkę u osoby nie będącej w grupie wysokiego ryzyka nawrotu kolejnych napadów.","11. Do objawów napadu padaczkowego należą:","12.Który z czynników może sprowokować napad padaczkowy?","13. Osoba chorująca na padaczkę:","14. Padaczka to:","15.Zaznacz stwierdzenie fałszywe","16. Czy uważasz, że w toku nauczania szkolnego powinny być ujęte tego typu lekcje na temat stwardnienia rozsianego, padaczki i innych częstych schorzeń zdrowotnych?"
"2024/04/22 1:40:44 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Nie","Słaba","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:40:45 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Nie","Dobra","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","8% ludzi ma w swoim życiu minimum jeden napad padaczkowy","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Na padaczkę choruje około 1% populacji","Tak"
"2024/04/22 1:40:48 PM UTC+2","17-18 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Dobra","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Prawda","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:40:50 PM UTC+2","17-18 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Bardzo dobra","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:40:51 PM UTC+2","15-16 lat","Mężczyzna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Prawda","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Prawda","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:40:52 PM UTC+2","16-17 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:40:53 PM UTC+2","17-18 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Dobra","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Nie wiem","Drgawki i krótkotrwała utrata świadomości","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:40:54 PM UTC+2","15-16 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Fałsz","Fałsz","Prawda","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Fałsz","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:40:55 PM UTC+2","17-18 lat","Kobieta","Polska","Miasto od 100 000 do 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Dobra","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Prawda","Nie wiem","Drgawki i krótkotrwała utrata świadomości","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Prawda","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Na padaczkę choruje około 1% populacji","Tak"
"2024/04/22 1:40:55 PM UTC+2","16-17 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Nie","Słaba","Fałsz","Fałsz","Prawda","Prawda","Nie wiem","Fałsz","Fałsz","Prawda","Fałsz","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:40:55 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Nie","Średnia","Fałsz","Fałsz","Prawda","Prawda","Nie wiem","Prawda","Nie wiem","Prawda","Fałsz","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Powinna uczęszczać do szkoły specjalnej","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Powinna uczęszczać do szkoły specjalnej","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:40:58 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Słaba","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Fałsz","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:40:59 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Nie","Nie","Nic nie wiem o tej chorobie","Fałsz","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:00 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Nie","Nie","Nic nie wiem o tej chorobie","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:02 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Słaba","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Fałsz","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:03 PM UTC+2","17-18 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Fałsz","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:04 PM UTC+2","17-18 lat","Kobieta","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Tak","Słaba","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:04 PM UTC+2","17-18 lat","Kobieta","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Tak","Średnia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:05 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Nie","Słaba","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Nie wiem","Prawda","Drgawki i krótkotrwała utrata świadomości","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:05 PM UTC+2","16-17 lat","Kobieta","Polska","Miasto od 50 000 do 100 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Tak","Średnia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Na padaczkę choruje około 1% populacji","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:06 PM UTC+2","14-15 lat","Mężczyzna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","Nie","Nie","Słaba","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Nie wiem","Fałsz","Fałsz","Drgawki i krótkotrwała utrata świadomości","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Leczeniem padaczki zajmuje się lekarz neurolog","Tak"
"2024/04/22 1:41:06 PM UTC+2","15-16 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Nie wiem","Nie wiem","Prawda","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:07 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Słaba","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Na padaczkę choruje około 1% populacji","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Na padaczkę choruje około 1% populacji","Inne (jakie?)"
"2024/04/22 1:41:09 PM UTC+2","17-18 lat","Mężczyzna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Tak","Słaba","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Nie wiem","Prawda","Prawda","Fałsz","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:10 PM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Nie","Średnia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:41:12 PM UTC+2","16-17 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Fałsz","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
